property_type,price,location,city,baths,bedrooms,Area_in_Marla
Flat,7500000,DHA Defence,Karachi,2,2,4.0
Flat,8000000,DHA Defence,Karachi,3,2,4.0
Flat,16500000,DHA Defence,Karachi,4,3,5.1
House,4250000,Malir,Karachi,2,2,3.2
Flat,6000000,Gulistan-e-Jauhar,Karachi,2,2,4.9
Flat,6944000,Bahria Town Karachi,Karachi,2,2,4.4
House,4950000,Gulshan-e-Millat,Karachi,3,5,3.2
Flat,3700000,Gulistan-e-Jauhar,Karachi,2,2,3.1
Flat,14000000,Gulistan-e-Jauhar,Karachi,3,3,7.1
House,25000000,DHA Defence,Karachi,5,5,5.8
Flat,13000000,Scheme 33,Karachi,3,3,7.6
Flat,17000000,M. A. Jinnah Road,Karachi,4,3,8.0
Flat,3500000,Scheme 33,Karachi,2,2,2.7
Flat,8500000,M. A. Jinnah Road,Karachi,3,2,4.9
Flat,3100000,North Karachi,Karachi,2,3,3.8
Upper Portion,9500000,Gulistan-e-Jauhar,Karachi,2,2,4.8
Lower Portion,14000000,Gulistan-e-Jauhar,Karachi,3,3,9.6
House,10800000,Bahria Town Karachi,Karachi,4,3,9.3
House,7500000,Nazimabad,Karachi,3,4,2.6
Flat,8000000,Gulistan-e-Jauhar,Karachi,2,2,4.2
House,38000000,Bahria Town Karachi,Karachi,6,5,20.0
House,9000000,Bahria Town Karachi,Karachi,3,3,8.0
House,19500000,Bahria Town Karachi,Karachi,4,3,8.0
House,32500000,Gulistan-e-Jauhar,Karachi,6,6,9.6
House,11500000,Bahria Town Karachi,Karachi,4,3,8.0
Flat,6000000,Federal B Area,Karachi,1,2,2.4
Flat,6500000,Bahria Town Karachi,Karachi,2,2,4.9
Flat,3700000,North Karachi,Karachi,2,2,3.8
House,14500000,Gadap Town,Karachi,3,3,8.5
House,37000000,Scheme 33,Karachi,6,6,16.0
House,925000,Thalian,Islamabad,3,3,5.0
Flat,5500000,G-10,Islamabad,1,2,2.7
Flat,5300000,G-8,Islamabad,1,2,2.2
House,42500000,G-13,Islamabad,5,5,10.9
House,17500000,G-13,Islamabad,4,4,4.4
House,14200000,G-13,Islamabad,4,4,4.4
House,16000000,National Police Foundation O-9,Islamabad,7,5,10.0
House,16000000,CBR Town,Islamabad,6,5,8.0
House,7500000,Bani Gala,Islamabad,3,2,6.0
House,16000000,G-13,Islamabad,4,4,4.0
House,3300000,DHA Defence,Islamabad,2,2,5.0
House,26000000,G-10,Islamabad,5,5,7.0
House,6800000,DHA Defence,Islamabad,4,3,8.0
House,15500000,Green Avenue,Islamabad,6,6,7.5
House,44500000,Johar Town,Lahore,7,6,20.0
House,9000000,Bahria Town,Lahore,4,3,6.0
House,24000000,Abdalians Cooperative Housing Society,Lahore,6,5,10.0
House,40000000,Valencia Housing Society,Lahore,6,5,20.0
House,24000000,DHA Defence,Lahore,4,3,7.0
House,23000000,Faisal Town,Lahore,6,5,10.0
House,12500000,DHA 11 Rahbar,Lahore,4,3,5.0
House,25000000,Wapda Town,Lahore,4,4,10.0
House,35000000,DHA Defence,Lahore,5,4,16.0
House,18500000,Architects Engineers Housing Society,Lahore,6,5,10.0
Flat,11000000,Rehman Gardens,Lahore,3,3,5.0
House,20000000,Mustafa Town,Lahore,6,5,7.0
House,9700000,Walton Road,Lahore,5,5,6.0
House,9700000,Walton Railway Officers Colony,Lahore,5,5,6.0
House,10700000,Punjab University Employees Society,Lahore,6,4,5.5
House,2200000,Bedian Road,Lahore,2,3,3.0
House,27500000,Punjab Govt Employees Society,Lahore,7,6,15.0
House,12500000,Iqbal Park,Lahore,2,3,8.0
House,12500000,Bahria Town,Lahore,5,3,5.0
House,23500000,Iqbal Park,Lahore,5,5,12.0
House,11000000,Johar Town,Lahore,4,4,5.0
House,14000000,DHA Defence,Lahore,3,3,5.0
House,12000000,Nishat Colony,Lahore,3,3,9.0
House,9500000,Al Rehman Garden,Lahore,5,4,6.0
Farm House,22500000,Hudiara,Lahore,1,1,66.0
House,26500000,DHA Defence,Lahore,6,5,20.0
House,8000000,Gulshan-e-Ravi,Lahore,2,3,3.0
House,27000000,DHA Defence,Lahore,6,4,10.0
House,27900000,State Life Housing Society,Lahore,6,5,16.0
House,26000000,DHA Defence,Lahore,5,4,1.0
House,39900000,DHA Defence,Lahore,5,5,20.0
House,15500000,Wapda City,Faisalabad,7,5,10.0
House,4500000,Ahmadabad,Faisalabad,2,3,4.0
House,3300000,Adiala Road,Rawalpindi,2,2,3.0
House,16500000,Bahria Town Rawalpindi,Rawalpindi,6,5,8.0
House,21000000,Bahria Town Rawalpindi,Rawalpindi,5,5,10.0
House,22000000,Bahria Town Rawalpindi,Rawalpindi,5,5,20.0
House,21000000,Bahria Town Rawalpindi,Rawalpindi,6,5,10.0
House,12000000,Bahria Town Rawalpindi,Rawalpindi,4,3,5.6
House,14500000,Bahria Town Rawalpindi,Rawalpindi,5,4,7.0
Flat,6500000,Bahria Town Rawalpindi,Rawalpindi,2,1,3.8
House,18500000,Federal B Area,Karachi,6,6,4.8
Upper Portion,13000000,North Nazimabad,Karachi,3,3,8.0
Upper Portion,16000000,North Nazimabad,Karachi,3,3,8.0
Penthouse,16000000,North Nazimabad,Karachi,3,3,8.0
Penthouse,16000000,North Nazimabad,Karachi,3,3,8.0
Upper Portion,13000000,North Nazimabad,Karachi,3,3,8.0
Upper Portion,16000000,North Nazimabad,Karachi,3,3,8.0
Upper Portion,7500000,Nazimabad,Karachi,3,3,5.3
Flat,19000000,DHA Defence,Karachi,3,3,6.4
Flat,3300000,North Karachi,Karachi,2,2,3.8
Flat,4000000,Shah Faisal Town,Karachi,2,2,3.4
Flat,4200000,Shah Faisal Town,Karachi,2,2,2.8
House,3200000,Shah Faisal Town,Karachi,2,2,2.4
House,8000000,Shah Faisal Town,Karachi,3,3,4.8
Flat,16200000,Gulshan-e-Iqbal Town,Karachi,4,4,9.8
Flat,12500000,Gulshan-e-Iqbal Town,Karachi,3,3,6.2
Flat,13000000,Federal B Area,Karachi,4,3,7.4
Flat,13000000,Gulshan-e-Iqbal Town,Karachi,4,3,7.4
Flat,7200000,Gulistan-e-Jauhar,Karachi,3,3,4.9
Flat,4900000,Scheme 33,Karachi,2,2,3.5
Flat,8200000,DHA Defence,Karachi,2,2,4.0
House,14500000,North Karachi,Karachi,4,4,4.8
House,38000000,Cantt,Karachi,6,6,9.6
Upper Portion,35000000,Tariq Road,Karachi,3,3,7.1
Upper Portion,35000000,Jamshed Town,Karachi,4,4,7.6
Lower Portion,35000000,Gulshan-e-Iqbal Town,Karachi,4,4,11.8
Upper Portion,25000000,Gulshan-e-Iqbal Town,Karachi,3,3,6.7
Flat,3700000,North Karachi,Karachi,2,2,4.2
Flat,40000000,DHA Defence,Karachi,3,3,8.9
Flat,18000000,Gulshan-e-Iqbal Town,Karachi,3,3,7.1
Flat,16500000,Gulshan-e-Iqbal Town,Karachi,3,3,6.2
Flat,18000000,Gulshan-e-Iqbal Town,Karachi,3,3,7.1
Flat,40000000,Khalid Bin Walid Road,Karachi,4,4,12.4
Flat,11000000,Jamshed Road,Karachi,3,3,7.6
Flat,33000000,Khalid Bin Walid Road,Karachi,4,4,13.3
Flat,3600000,North Karachi,Karachi,3,2,3.3
House,9500000,Bahria Town Karachi,Karachi,3,3,9.4
House,13000000,Bahria Town Karachi,Karachi,3,3,8.0
House,14500000,North Karachi,Karachi,4,4,4.8
House,15500000,North Karachi,Karachi,4,4,4.8
House,16500000,North Karachi,Karachi,4,4,4.8
House,17500000,North Karachi,Karachi,4,4,4.8
House,13500000,North Karachi,Karachi,4,4,4.8
House,14500000,North Karachi,Karachi,4,4,4.8
House,15500000,North Karachi,Karachi,4,4,4.8
House,16500000,North Karachi,Karachi,4,4,4.8
House,15000000,North Karachi,Karachi,4,4,4.8
House,14000000,North Karachi,Karachi,4,4,4.8
House,16000000,North Karachi,Karachi,4,4,4.8
House,12500000,North Karachi,Karachi,4,4,4.8
House,14000000,North Karachi,Karachi,4,4,4.8
Flat,19000000,Jamshed Town,Karachi,3,3,7.3
Flat,23000000,DHA Defence,Karachi,4,3,8.0
Flat,5400000,Bahria Town Karachi,Karachi,2,2,4.2
Flat,7200000,DHA Defence,Karachi,2,2,4.2
Lower Portion,6000000,North Karachi,Karachi,2,2,4.8
House,1975000,Bahria Town Karachi,Karachi,4,4,5.0
House,6500000,Bahria Town Karachi,Karachi,3,3,8.0
Upper Portion,6500000,Nazimabad,Karachi,3,3,5.5
Flat,7200000,Federal B Area,Karachi,2,2,3.6
Flat,7000000,Federal B Area,Karachi,2,2,3.6
Flat,8500000,North Nazimabad,Karachi,3,3,5.6
Upper Portion,5000000,Gadap Town,Karachi,2,2,4.7
House,6000000,Korangi,Karachi,3,4,2.4
House,24000000,Bahria Town Rawalpindi,Rawalpindi,6,5,10.0
House,9550000,Capital Smart City,Rawalpindi,3,3,5.0
House,20000000,Media Town,Rawalpindi,6,5,12.4
House,15000000,Peshawar Road,Rawalpindi,6,6,8.0
House,19800000,Media Town,Rawalpindi,7,6,12.4
House,10600000,Capital Smart City,Rawalpindi,4,4,5.0
House,15000000,Bahria Town Rawalpindi,Rawalpindi,5,5,7.0
House,13500000,Bahria Town Rawalpindi,Rawalpindi,6,5,7.0
House,22000000,Bahria Town,Lahore,7,5,10.0
House,32900000,State Life Housing Society,Lahore,6,5,20.0
House,25000000,Wapda Town,Lahore,6,5,10.0
Flat,1800000,Model Town,Lahore,1,1,1.2
House,18000000,Audit & Accounts Housing Society,Lahore,4,3,16.0
House,24900000,DHA Defence,Lahore,5,4,10.0
House,25500000,Iqbal Avenue,Lahore,7,5,10.0
House,28500000,DHA Defence,Lahore,6,4,10.0
House,42500000,DHA Defence,Lahore,6,5,20.0
House,13500000,Johar Town,Lahore,5,4,5.0
House,11500000,Johar Town,Lahore,5,5,5.0
House,23500000,Bahria Town,Lahore,6,5,10.0
House,13000000,DHA 11 Rahbar,Lahore,4,3,5.0
Flat,1056000,Bahria Town,Lahore,1,1,2.0
House,32500000,DHA Defence,Lahore,7,4,10.0
House,40000000,DHA Defence,Lahore,4,4,10.0
House,35000000,DHA Defence,Lahore,5,5,11.0
House,26000000,DHA Defence,Lahore,6,4,10.0
House,35000000,Gulshan-e-Iqbal Town,Karachi,6,6,9.6
Flat,5300000,Scheme 33,Karachi,2,2,3.6
House,6000000,Gulshan-e-Iqbal Town,Karachi,2,2,4.8
Flat,35000000,Clifton,Karachi,4,3,8.9
House,11500000,Scheme 33,Karachi,2,2,4.8
Flat,12000000,North Nazimabad,Karachi,2,2,4.9
Flat,31000000,Clifton,Karachi,4,3,8.0
Flat,26000000,Cantt,Karachi,3,3,10.0
Flat,25000000,Clifton,Karachi,3,3,9.8
House,13000000,Gulistan-e-Jauhar,Karachi,4,4,4.8
Flat,4800000,Gulistan-e-Jauhar,Karachi,2,2,4.2
House,3900000,Malir,Karachi,3,3,4.0
Flat,42000000,Cantt,Karachi,3,3,12.4
Flat,41000000,Cantt,Karachi,3,3,12.4
Flat,37000000,Cantt,Karachi,3,3,12.4
Flat,19000000,Gulshan-e-Iqbal Town,Karachi,3,3,10.7
Flat,18500000,Gulshan-e-Iqbal Town,Karachi,3,3,10.7
Upper Portion,6800000,Federal B Area,Karachi,2,2,3.0
House,34000000,Gulshan-e-Iqbal Town,Karachi,6,6,9.6
House,42500000,Gulshan-e-Iqbal Town,Karachi,6,6,9.6
Flat,7500000,Nazimabad,Karachi,3,3,4.0
House,6000000,Gadap Town,Karachi,2,2,3.4
House,6000000,Gadap Town,Karachi,2,2,3.4
House,8800000,North Karachi,Karachi,4,6,3.4
House,15500000,North Karachi,Karachi,2,4,4.8
House,4200000,Gadap Town,Karachi,2,2,2.6
Lower Portion,2500000,Gadap Town,Karachi,2,2,2.8
House,4500000,Gadap Town,Karachi,2,2,2.6
House,7000000,Liaquatabad,Karachi,3,4,3.2
Flat,14000000,Gulshan-e-Iqbal Town,Karachi,3,3,6.4
Flat,10000000,Gulshan-e-Iqbal Town,Karachi,3,3,5.8
Flat,10500000,Gulistan-e-Jauhar,Karachi,3,3,5.8
House,24500000,Gadap Town,Karachi,6,6,8.0
House,14500000,Soan Garden,Islamabad,5,4,7.0
Flat,4715000,G-13,Islamabad,2,2,5.1
House,16000000,Soan Garden,Islamabad,7,6,9.0
House,20500000,Soan Garden,Islamabad,6,5,9.0
House,13000000,Soan Garden,Islamabad,5,4,6.0
Flat,3700000,DHA Defence,Islamabad,2,2,3.6
House,5500000,Ghauri Town,Islamabad,3,2,5.0
Flat,6000000,Zaraj Housing Scheme,Islamabad,2,2,3.6
Penthouse,35000000,F-11,Islamabad,4,5,20.0
House,15000000,Soan Garden,Islamabad,5,5,8.0
House,36500000,G-11,Islamabad,6,5,7.0
House,42500000,G-10,Islamabad,6,6,14.2
House,26000000,G-13,Islamabad,6,5,8.0
Flat,8500000,G-11,Islamabad,2,3,5.1
Flat,10000000,G-15,Islamabad,3,3,6.9
Flat,10000000,G-15,Islamabad,3,3,6.9
Flat,12000000,G-15,Islamabad,3,3,8.5
Flat,6600000,G-15,Islamabad,2,2,5.5
Flat,6600000,DHA Defence,Islamabad,4,4,6.7
House,11000000,Bahria Town Rawalpindi,Rawalpindi,3,3,5.0
House,10800000,Bahria Town Rawalpindi,Rawalpindi,3,3,5.0
House,10800000,Bahria Town Rawalpindi,Rawalpindi,3,3,5.0
House,11300000,Shalley Valley,Rawalpindi,6,6,13.3
House,9400000,Bahria Town Rawalpindi,Rawalpindi,3,3,5.0
House,23500000,Bahria Town Rawalpindi,Rawalpindi,5,5,11.0
Flat,3600000,Gulraiz Housing Scheme,Rawalpindi,2,2,3.6
House,31000000,DHA Defence,Lahore,5,4,10.0
House,25000000,Valencia Housing Society,Lahore,6,5,12.5
House,5990000,Al-Kabir Town,Lahore,4,3,3.0
House,40000000,Johar Town,Lahore,7,5,22.0
House,22500000,DHA Defence,Lahore,4,4,10.0
House,13200000,Johar Town,Lahore,5,4,5.0
House,4500000,Al Rehman Garden,Lahore,2,2,3.0
House,14000000,Wapda Town,Lahore,5,4,5.0
House,31500000,Johar Town,Lahore,7,6,20.0
House,16500000,Military Accounts Housing Society,Lahore,6,5,8.0
House,17500000,Punjab Coop Housing Society,Lahore,5,4,10.0
House,15500000,Johar Town,Lahore,6,5,5.0
House,24500000,DHA Defence,Lahore,5,4,10.0
House,7000000,Jubilee Town,Lahore,4,4,3.0
House,21000000,DHA Defence,Lahore,4,3,5.0
House,35000000,Model Town,Lahore,5,5,10.0
House,19000000,DHA Defence,Lahore,4,3,5.0
House,7500000,Jubilee Town,Lahore,4,4,3.0
House,26000000,Wapda Town,Lahore,6,5,10.0
House,23000000,DHA Defence,Lahore,5,4,5.0
House,11000000,Jubilee Town,Lahore,5,5,5.0
House,6500000,Jubilee Town,Lahore,4,4,3.0
House,16000000,Wapda Town,Lahore,5,4,5.0
House,16500000,State Life Housing Society,Lahore,5,4,10.0
House,37500000,DHA Defence,Lahore,6,5,20.0
House,39000000,DHA Defence,Lahore,6,5,20.0
House,44000000,DHA Defence,Lahore,6,5,20.0
House,41500000,DHA Defence,Lahore,6,5,20.0
House,11000000,Paragon City,Lahore,4,3,6.0
House,7300000,Jubilee Town,Lahore,4,4,3.0
House,15500000,Central Park Housing Scheme,Lahore,5,5,10.0
House,21500000,Cantt,Lahore,7,6,12.5
House,13500000,Bahria Town,Lahore,5,3,5.0
House,12500000,Lake City,Lahore,5,4,5.0
House,17000000,DHA Defence,Lahore,3,3,5.0
House,13500000,Audit & Accounts Housing Society,Lahore,6,5,7.0
House,13000000,Lake City,Lahore,5,4,5.0
House,16500000,DHA Defence,Lahore,4,3,5.0
House,38500000,Valencia Housing Society,Lahore,6,5,20.0
House,28500000,DHA Defence,Lahore,4,3,10.0
House,37500000,Nazimabad,Karachi,6,3,8.6
Flat,22000000,DHA Defence,Karachi,3,3,8.0
Lower Portion,6500000,Scheme 33,Karachi,2,2,5.1
House,9600000,Bahria Town Karachi,Karachi,3,3,8.0
Upper Portion,6000000,Scheme 33,Karachi,2,2,4.7
Flat,3600000,Gulshan-e-Iqbal Town,Karachi,2,2,4.4
Upper Portion,10000000,Scheme 33,Karachi,3,3,8.0
House,6500000,Korangi,Karachi,4,4,4.6
House,25000000,Dastgir Colony,Karachi,4,6,4.8
Upper Portion,11500000,Scheme 33,Karachi,3,3,8.0
Flat,9500000,Gulistan-e-Jauhar,Karachi,2,2,4.9
Upper Portion,19000000,North Nazimabad,Karachi,4,4,10.0
Lower Portion,19000000,North Nazimabad,Karachi,4,4,10.0
House,19000000,North Karachi,Karachi,5,5,4.8
Flat,1750000,Gulistan-e-Jauhar,Karachi,1,1,1.3
House,3600000,Orangi Town,Karachi,2,3,4.8
Flat,6000000,Gulistan-e-Jauhar,Karachi,3,3,5.8
Flat,28500000,DHA Defence,Karachi,3,3,8.0
Lower Portion,17500000,Gulistan-e-Jauhar,Karachi,3,3,12.0
Flat,12500000,Gulshan-e-Iqbal Town,Karachi,4,4,7.1
Flat,11500000,DHA Defence,Karachi,2,2,4.2
Flat,11500000,DHA Defence,Karachi,3,2,4.0
House,13000000,Bahria Town Karachi,Karachi,5,4,5.0
Flat,12000000,DHA Defence,Karachi,3,3,5.1
Flat,10000000,Gulshan-e-Iqbal Town,Karachi,3,3,6.1
Flat,14000000,Bahria Town Karachi,Karachi,4,4,13.1
Flat,3500000,Gulistan-e-Jauhar,Karachi,1,1,2.2
House,32500000,Gulistan-e-Jauhar,Karachi,6,6,9.6
Flat,3500000,University Road,Karachi,2,2,4.9
House,30000000,DHA Defence,Karachi,5,4,8.2
Flat,29000000,Cantt,Karachi,4,4,20.0
Flat,15000000,Gulistan-e-Jauhar,Karachi,3,3,6.4
Flat,9500000,Gulistan-e-Jauhar,Karachi,2,2,4.9
Flat,42500000,Cantt,Karachi,3,3,11.6
Flat,37500000,Cantt,Karachi,3,3,11.6
Flat,3000000,Scheme 33,Karachi,2,2,3.8
Upper Portion,15000000,Gulistan-e-Jauhar,Karachi,3,3,8.0
Flat,16000000,DHA Defence,Karachi,4,3,8.0
House,12500000,Gadap Town,Karachi,5,5,4.8
House,12500000,Gadap Town,Karachi,5,4,4.8
Flat,4100000,DHA Defence,Islamabad,2,2,3.6
House,27000000,G-13,Islamabad,6,5,7.0
House,36000000,G-13,Islamabad,6,6,10.0
House,25000000,G-13,Islamabad,6,5,7.0
House,9000000,H-15,Islamabad,3,2,6.0
Flat,8200000,G-15,Islamabad,2,2,4.8
House,5000000,Bani Gala,Islamabad,2,2,3.0
House,26500000,G-15,Islamabad,6,6,13.0
House,14000000,B-17,Islamabad,4,4,10.0
House,12500000,Bhara kahu,Islamabad,6,6,6.5
Flat,14000000,G-15,Islamabad,3,3,8.6
House,18500000,G-15,Islamabad,6,6,8.0
Flat,20000000,G-15,Islamabad,4,4,16.0
Flat,4000000,G-15,Islamabad,1,1,2.8
Flat,5600000,G-11,Islamabad,2,2,3.1
Flat,11000000,G-11,Islamabad,3,3,4.9
House,8000000,PAEC Employees Cooperative Housing Society,Islamabad,3,3,7.0
House,10000000,PAEC Employees Cooperative Housing Society,Islamabad,3,3,18.0
House,3200000,New Shakrial,Islamabad,3,3,4.0
House,22000000,G-11,Islamabad,4,4,5.6
House,7000000,Ali Pur,Islamabad,3,3,10.0
House,6500000,Lehtarar Road,Islamabad,3,3,10.0
House,12000000,CBR Town,Islamabad,4,4,7.0
House,10500000,Bani Gala,Islamabad,6,6,6.0
House,13000000,Soan Garden,Islamabad,5,4,6.0
Flat,7500000,G-15,Islamabad,2,2,8.7
House,14000000,Soan Garden,Islamabad,5,5,6.0
House,12500000,Soan Garden,Islamabad,5,4,6.0
House,11500000,Ghauri Town,Islamabad,5,4,5.0
House,13000000,CBR Town,Islamabad,6,5,8.0
Flat,6000000,G-10,Islamabad,2,2,4.0
Flat,1700000,D-17,Islamabad,1,1,2.0
House,3500000,DHA Defence,Islamabad,2,2,5.0
House,3450000,DHA Defence,Islamabad,2,2,5.0
House,4500000,Alipur Farash,Islamabad,4,5,3.0
Flat,9500000,G-11,Islamabad,2,3,4.9
House,26000000,G-13,Islamabad,5,5,8.0
Flat,6700000,G-10,Islamabad,2,2,4.0
House,26500000,G-13,Islamabad,5,5,8.0
House,13000000,CBR Town,Islamabad,6,4,8.0
House,35000000,G-13,Islamabad,6,6,10.0
House,15000000,Bahria Town Rawalpindi,Rawalpindi,6,5,7.0
Flat,3795000,Bahria Town Rawalpindi,Rawalpindi,1,1,2.2
House,12800000,DHA 11 Rahbar,Lahore,5,4,5.0
House,8000000,Ghous Garden,Lahore,3,3,5.0
House,23000000,Punjab Govt Employees Society,Lahore,7,6,10.0
House,5900000,Allama Iqbal Town,Lahore,3,3,2.0
House,8200000,Al Rehman Garden,Lahore,4,3,5.0
Flat,4000000,Bahria Town,Lahore,1,1,2.2
House,8000000,Eden,Lahore,3,3,4.5
House,7500000,Jubilee Town,Lahore,4,4,3.0
House,2700000,Saggian Wala Bypass Road,Lahore,1,1,3.0
House,19000000,PASSCO Housing Society,Lahore,6,4,10.0
House,12300000,Eden,Lahore,3,4,6.0
House,5950000,Al-Kabir Town,Lahore,3,3,3.0
Upper Portion,1800000,Eden,Lahore,1,2,3.0
House,3800000,Khayaban-e-Amin,Lahore,1,2,5.0
House,13000000,Lake City,Lahore,4,4,5.0
House,37500000,Johar Town,Lahore,6,5,20.0
House,5000000,AWT Army Welfare Trust,Lahore,2,3,5.0
House,30500000,DHA Defence,Lahore,5,4,10.0
House,39000000,DHA Defence,Lahore,6,5,20.0
House,15000000,Mohni Road,Lahore,2,5,4.7
House,10000000,Sant Nagar,Lahore,4,4,3.5
House,4490000,Omega Homes,Lahore,3,3,3.0
House,9500000,Allama Iqbal Town,Lahore,3,4,3.0
House,7800000,Formanites Housing Scheme,Lahore,3,3,3.0
House,13000000,Islampura,Lahore,4,3,3.5
House,20000000,Wapda Town,Lahore,6,6,10.0
Flat,14000000,Askari,Lahore,3,3,10.0
House,15000000,Audit & Accounts Housing Society,Lahore,3,3,16.0
House,9000000,Palm Villas,Lahore,4,3,5.0
Flat,13000000,Askari,Lahore,4,3,10.0
Flat,9300000,Nazimabad,Karachi,2,2,4.9
Flat,5600000,Gulshan-e-Iqbal Town,Karachi,2,2,4.0
House,13000000,Bahria Town Karachi,Karachi,3,3,5.0
House,13000000,Bahria Town Karachi,Karachi,3,3,5.0
Flat,11000000,Gulshan-e-Iqbal Town,Karachi,3,3,5.8
Flat,17000000,Gulshan-e-Iqbal Town,Karachi,3,3,5.8
House,18500000,North Karachi,Karachi,6,6,5.6
Flat,9500000,Scheme 33,Karachi,3,3,5.0
House,14000000,Gadap Town,Karachi,4,3,10.0
House,35000000,DHA Defence,Karachi,4,3,4.0
House,42500000,DHA Defence,Karachi,5,4,4.8
House,40000000,DHA Defence,Karachi,5,4,4.0
Flat,300000,Bahria Town Karachi,Karachi,2,2,4.9
Flat,1800000,Gulistan-e-Jauhar,Karachi,1,2,1.8
Flat,11200000,Scheme 33,Karachi,4,3,7.8
Flat,6300000,Scheme 33,Karachi,2,2,3.3
Flat,10000000,DHA Defence,Karachi,2,2,4.7
House,12000000,Korangi,Karachi,1,3,4.8
House,4200000,Lyari Expressway,Karachi,1,1,3.2
House,18000000,Gadap Town,Karachi,6,6,8.0
Flat,5800000,Bahria Town Karachi,Karachi,2,2,4.2
Flat,5000000,DHA Defence,Karachi,2,2,2.0
Flat,39000000,Cantt,Karachi,3,4,10.0
House,7000000,North Nazimabad,Karachi,2,2,4.8
Flat,11000000,Gulistan-e-Jauhar,Karachi,3,3,8.2
Flat,3000000,Scheme 33,Karachi,2,2,3.0
Flat,8500000,G-10,Islamabad,2,2,4.0
Flat,6800000,G-10,Islamabad,2,2,4.0
Flat,5500000,G-10,Islamabad,2,2,4.0
Flat,12000000,DHA Defence,Islamabad,2,2,6.1
House,36000000,G-11,Islamabad,6,5,8.0
House,20500000,Soan Garden,Islamabad,6,5,9.3
House,7500000,Taj Colony,Faisalabad,5,5,4.0
House,4000000,Mansoorabad,Faisalabad,2,3,3.0
House,7200000,Gulshan-e-Rehman,Faisalabad,5,3,5.0
House,30000000,Rehman Gardens,Faisalabad,4,3,22.0
House,7500000,Civil Lines,Faisalabad,4,4,3.5
House,5700000,Palm City,Rawalpindi,3,2,4.0
House,20000000,Bahria Town Rawalpindi,Rawalpindi,4,4,10.0
House,30000000,Chur Chowk,Rawalpindi,4,4,20.0
House,15000000,Tipu Road,Rawalpindi,5,5,4.0
House,8500000,Shalley Valley,Rawalpindi,3,2,7.0
House,7500000,Gulshan Abad,Rawalpindi,4,4,5.0
House,13000000,Range Road,Rawalpindi,6,4,6.0
House,10500000,Bahria Town Rawalpindi,Rawalpindi,3,3,5.0
Flat,6408000,Bahria Town,Lahore,1,1,2.4
House,2335000,Manawan,Lahore,2,1,3.0
Flat,7044000,Beadon Road,Lahore,1,1,2.6
House,21000000,DHA Defence,Lahore,5,4,10.0
Flat,17200000,Bahria Town,Lahore,1,1,2.7
House,23000000,DHA Defence,Lahore,5,4,10.0
House,12500000,Bahria Town,Lahore,3,3,5.0
House,16500000,Bahria Town,Lahore,6,5,10.0
House,6500000,Shadab Garden,Lahore,3,3,3.0
House,8500000,Sunny Park,Lahore,4,3,3.0
House,30000000,Model Town,Lahore,4,4,10.0
House,8500000,PCSIR Housing Scheme,Lahore,4,3,3.0
House,13500000,Sunfort Gardens,Lahore,6,5,5.0
House,14500000,DHA 11 Rahbar,Lahore,3,3,6.0
House,13500000,Bahria Town,Lahore,4,4,8.0
House,12000000,Bahria Town,Lahore,3,3,8.0
House,11000000,Park View Villas,Lahore,4,3,5.0
House,27000000,EME Society,Lahore,5,4,10.0
House,23000000,Bahria Town,Lahore,5,5,10.0
House,3500000,Liaquatabad,Lahore,3,2,2.5
Flat,3800000,Bahria Town,Lahore,1,1,2.4
Flat,5700000,Bahria Town,Lahore,1,1,2.6
House,25000000,Township,Lahore,6,5,10.0
House,37000000,Wapda Town,Lahore,5,5,20.0
House,4500000,Shahdara,Lahore,2,2,4.0
House,16000000,Outfall Road,Lahore,4,6,7.0
House,6000000,Venus Housing Scheme,Lahore,2,2,2.5
House,11500000,Military Accounts Housing Society,Lahore,3,2,8.0
House,14000000,Cantt,Lahore,5,4,8.0
House,14000000,Cantt,Lahore,4,3,7.0
House,26000000,Askari,Lahore,4,4,10.0
House,21500000,Askari,Lahore,4,4,10.0
House,15500000,Cantt,Lahore,5,4,7.0
House,22500000,Askari,Lahore,4,4,10.0
House,24000000,Askari,Lahore,4,4,10.0
Flat,15000000,Askari,Lahore,4,4,13.0
Flat,17000000,Askari,Lahore,4,4,13.0
Flat,11500000,Askari,Lahore,3,3,10.0
Flat,13500000,Askari,Lahore,3,3,10.0
Flat,15500000,Askari,Lahore,3,3,10.0
House,11000000,Cantt,Lahore,4,3,5.0
House,22500000,Cantt,Lahore,6,5,10.0
House,7500000,Shadab Garden,Lahore,4,4,5.0
House,9500000,Airport Road,Lahore,4,3,6.0
House,17500000,Johar Town,Lahore,6,5,5.0
House,8000000,Clifton Colony,Lahore,4,3,3.0
House,12200000,Gulshan-e-Lahore,Lahore,3,3,5.0
House,11800000,Gulshan-e-Lahore,Lahore,3,3,5.0
House,11500000,Gulshan-e-Lahore,Lahore,3,3,5.0
House,12000000,Gulshan-e-Lahore,Lahore,3,3,5.0
House,12500000,Tariq Gardens,Lahore,3,3,5.0
House,13500000,Tariq Gardens,Lahore,3,3,5.0
House,13000000,Tariq Gardens,Lahore,3,3,5.0
House,12500000,Wapda Town,Lahore,3,3,5.0
House,13000000,Wapda Town,Lahore,3,3,5.0
House,13500000,Wapda Town,Lahore,3,3,5.0
House,25000000,Bahria Orchard,Lahore,4,4,20.0
