property_type,price,location,city,baths,bedrooms,Area_in_Marla
Flat,1850000,Rabia City,Karachi,2,2,2.2
Upper Portion,14500000,Gulistan-e-Jauhar,Karachi,4,4,9.3
Upper Portion,15500000,Gulistan-e-Jauhar,Karachi,2,3,9.6
House,16000000,Malir,Karachi,4,4,4.8
Upper Portion,17000000,Nazimabad,Karachi,5,4,9.6
Flat,6000000,Gulistan-e-Jauhar,Karachi,2,2,4.2
Flat,5500000,Gulistan-e-Jauhar,Karachi,2,2,4.0
Flat,5800000,Bahria Town Karachi,Karachi,2,2,4.9
Flat,37000000,Cantt,Karachi,3,3,10.7
House,9000000,Gadap Town,Karachi,3,2,4.8
Flat,6000000,Gulshan-e-Iqbal Town,Karachi,3,3,6.0
Flat,35000000,DHA Defence,Karachi,3,3,10.7
House,24500000,Gulistan-e-Jauhar,Karachi,6,6,8.0
Flat,10200000,Jamshed Town,Karachi,3,3,5.3
Lower Portion,23000000,Gulistan-e-Jauhar,Karachi,4,3,16.0
Flat,23500000,DHA Defence,Karachi,3,3,7.8
House,4500000,Simly Dam Road,Islamabad,4,4,4.0
Flat,28000000,F-11,Islamabad,4,3,13.3
House,11000000,H-13,Islamabad,5,4,6.0
House,31000000,G-11,Islamabad,4,4,7.0
House,4000000,Ali Pur,Islamabad,4,6,5.0
House,29000000,Bhara kahu,Islamabad,4,4,24.0
House,6500000,Ghauri Town,Islamabad,4,4,4.0
Flat,6500000,I-16,Islamabad,3,4,6.6
House,7000000,Bhara kahu,Islamabad,4,4,6.0
House,4200000,Ghauri Town,Islamabad,2,3,3.0
House,42500000,I-8,Islamabad,5,6,14.2
Flat,32500000,F-11,Islamabad,3,3,12.9
Flat,7500000,E-11,Islamabad,2,2,5.1
Flat,6500000,F-11,Islamabad,1,1,3.3
House,20500000,G-9,Islamabad,3,3,8.0
House,24500000,G-10,Islamabad,4,4,5.6
House,17500000,G-13,Islamabad,4,4,4.4
House,14000000,Green Avenue,Islamabad,7,5,5.0
House,9000000,H-13,Islamabad,6,5,5.0
House,29000000,Gulberg,Islamabad,6,6,20.0
House,6000000,Bhara kahu,Islamabad,3,4,3.0
Flat,3100000,I-12,Islamabad,2,2,3.9
House,12500000,Ghauri Town,Islamabad,7,5,5.0
House,21000000,D-12,Islamabad,5,5,10.0
House,19000000,Walton Road,Lahore,3,5,10.0
House,8300000,Ferozepur Road,Lahore,4,3,5.0
House,22500000,DHA Defence,Lahore,4,3,20.0
Flat,14000000,Askari,Lahore,4,3,10.0
House,7000000,Baghbanpura,Lahore,3,0,5.0
House,11700000,Bahria Town,Lahore,4,3,5.0
House,18000000,Bahria Town,Lahore,6,4,10.0
House,16500000,Iqbal Park,Lahore,5,4,10.0
House,8400000,Ichhra,Lahore,2,4,4.0
House,27500000,PIA Housing Scheme,Lahore,6,6,15.0
House,4000000,Ashiana-e-Quaid Housing Scheme,Lahore,4,3,2.5
House,11800000,Badami Bagh,Lahore,3,2,6.0
House,12000000,Raj Garh,Lahore,3,6,7.2
House,17000000,Bedian Road,Lahore,5,5,8.8
House,10500000,Sabzazar Scheme,Lahore,4,4,5.0
House,8000000,College Road,Lahore,5,4,4.0
House,19500000,Park View Villas,Lahore,5,5,10.0
House,14000000,Cavalry Ground,Lahore,3,3,5.0
House,7000000,Harbanspura,Lahore,2,2,6.0
House,6200000,204 Chak Road,Faisalabad,3,2,5.0
House,7500000,Nighabanpura,Faisalabad,2,4,5.0
House,7500000,Gulistan Colony No 1,Faisalabad,2,5,3.0
House,5300000,Mansoorabad,Faisalabad,4,5,3.5
House,4000000,Satiana Road,Faisalabad,3,3,3.0
House,11500000,Sargodha Road,Faisalabad,4,3,7.0
Flat,15500000,Askari 14,Rawalpindi,4,3,10.0
House,8500000,Gulshan-e-Saeed,Rawalpindi,5,4,6.0
House,5000000,Lalarukh Colony,Rawalpindi,3,4,5.0
House,11000000,Afshan Colony,Rawalpindi,6,4,8.0
House,14500000,Bahria Town Rawalpindi,Rawalpindi,6,6,7.0
House,4700000,Muslim Town,Rawalpindi,1,3,3.2
Flat,3150000,Bahria Town Rawalpindi,Rawalpindi,1,1,3.0
House,25000000,Bahria Town Rawalpindi,Rawalpindi,6,5,10.0
House,9500000,Chaklala Scheme,Rawalpindi,4,4,5.0
House,15000000,Gulshan Abad,Rawalpindi,6,6,20.0
House,9500000,New Afzal Town,Rawalpindi,4,4,5.0
House,21500000,Askari 14,Rawalpindi,3,3,10.0
House,20000000,Askari 14,Rawalpindi,5,5,10.0
House,21000000,Askari 14,Rawalpindi,6,5,10.0
House,22500000,Askari 14,Rawalpindi,6,5,10.0
House,20500000,Askari 14,Rawalpindi,5,4,10.0
Flat,14800000,Askari 14,Rawalpindi,3,3,10.0
House,28500000,Askari 13,Rawalpindi,4,4,12.0
House,31000000,Askari 14,Rawalpindi,4,4,18.0
House,4000000,Adiala Road,Rawalpindi,3,2,5.0
House,9500000,Shalley Valley,Rawalpindi,4,5,5.0
House,18500000,Bahria Town Rawalpindi,Rawalpindi,5,5,10.0
House,28000000,Dhok Paracha,Rawalpindi,4,3,10.0
House,10000000,Adiala Road,Rawalpindi,4,4,11.0
House,8000000,Shalley Valley,Rawalpindi,4,3,6.0
House,26000000,Media Town,Rawalpindi,6,6,10.0
House,6500000,Kurri Road,Rawalpindi,4,4,3.0
House,19500000,Chaklala Scheme,Rawalpindi,6,5,9.0
House,15000000,Bahria Town Rawalpindi,Rawalpindi,6,5,7.0
House,12500000,Shalley Valley,Rawalpindi,3,3,10.0
House,22500000,DHA Defence,Lahore,5,4,10.0
House,13500000,Bedian Road,Lahore,5,4,9.0
House,12500000,Iqbal Park,Lahore,5,3,6.0
House,9000000,Shahdara,Lahore,3,2,10.0
House,8000000,Jan Muhammad Road,Lahore,3,4,4.0
House,7200000,Jubilee Town,Lahore,3,4,3.0
House,10800000,Defence Road,Lahore,4,4,7.0
House,6000000,Kacha Jail Road,Lahore,3,4,3.0
House,32500000,Samanabad,Lahore,4,6,10.0
House,7000000,Shadab Garden,Lahore,2,2,3.0
Flat,2600000,Labor Colony,Lahore,4,2,3.0
Flat,1600000,Labor Colony,Lahore,1,2,3.0
House,27500000,Allama Iqbal Town,Lahore,5,5,11.0
House,3900000,Marghzar Officers Colony,Lahore,2,2,2.0
House,15000000,Walled City,Lahore,3,6,3.0
House,4800000,Aman Town,Lahore,2,2,3.0
House,3200000,Kot Khawaja Saeed,Lahore,2,4,2.0
House,4600000,Samanabad,Lahore,2,2,2.0
House,30000000,State Life Housing Society,Lahore,6,5,20.0
House,11500000,State Life Housing Society,Lahore,4,4,5.5
Flat,15000000,Askari,Lahore,4,3,10.0
House,4800000,Kahna,Lahore,2,4,2.5
House,8000000,Gadap Town,Karachi,7,6,5.0
Flat,7000000,Federal B Area,Karachi,2,2,4.9
Flat,2400000,Garden West,Karachi,2,2,2.7
Upper Portion,16500000,North Nazimabad,Karachi,4,4,12.0
House,21000000,Scheme 33,Karachi,4,4,8.0
House,4200000,Malir,Karachi,2,4,4.0
Flat,17000000,Jinnah Avenue,Karachi,4,3,9.8
House,1500000,New Karachi,Karachi,1,2,3.2
Lower Portion,12500000,Gulshan-e-Iqbal Town,Karachi,3,3,9.6
Upper Portion,17000000,North Nazimabad,Karachi,3,3,8.0
Flat,7500000,Federal B Area,Karachi,2,2,3.6
House,19000000,Mehmoodabad,Karachi,3,6,6.0
House,19000000,Gulshan-e-Iqbal Town,Karachi,4,4,4.8
Flat,3600000,Rabia City,Karachi,2,2,4.9
Flat,10500000,Saddar Town,Karachi,3,5,7.1
Flat,3500000,Gulistan-e-Jauhar,Karachi,2,3,2.7
Flat,25000000,Civil Lines,Karachi,3,2,6.2
Flat,16000000,Gulshan-e-Iqbal Town,Karachi,3,3,8.0
House,6000000,Gadap Town,Karachi,2,2,4.7
House,21000000,Dastgir Colony,Karachi,5,4,4.8
House,18000000,Malir,Karachi,6,5,4.8
Flat,37000000,Sea View Apartments,Karachi,3,3,12.0
House,6500000,Gadap Town,Karachi,2,2,5.1
Flat,6500000,Gulistan-e-Jauhar,Karachi,2,2,3.3
Lower Portion,7200000,Federal B Area,Karachi,2,2,4.8
Flat,3900000,Gizri,Karachi,3,2,4.1
House,12500000,Etawa Society,Karachi,3,3,8.0
Flat,2850000,Gulistan-e-Jauhar,Karachi,2,2,2.5
Flat,8500000,Punjab Chowrangi,Karachi,3,2,5.3
Upper Portion,4500000,Nazimabad,Karachi,2,2,3.8
Lower Portion,4600000,Gulberg Town,Karachi,3,2,4.0
Flat,13200000,Gulshan-e-Iqbal Town,Karachi,3,3,5.6
Flat,4000000,Mehmoodabad,Karachi,3,3,4.0
Flat,3800000,Mehmoodabad,Karachi,3,3,3.3
Flat,2800000,Mehmoodabad,Karachi,1,2,4.8
Flat,6000000,North Nazimabad,Karachi,2,2,4.2
Lower Portion,4200000,Gulistan-e-Jauhar,Karachi,3,2,4.8
Upper Portion,11000000,North Nazimabad,Karachi,3,3,6.0
Flat,4000000,M. A. Jinnah Road,Karachi,2,2,4.2
Upper Portion,1900000,Liaquatabad,Karachi,2,2,1.9
Flat,6500000,Nazimabad,Karachi,2,2,4.0
Flat,5200000,North Nazimabad,Karachi,2,2,3.2
Flat,11500000,North Nazimabad,Karachi,3,3,6.0
Flat,10000000,Gulshan-e-Iqbal Town,Karachi,3,3,6.7
House,7000000,North Karachi,Karachi,5,5,3.2
Flat,4500000,Korangi,Karachi,2,3,4.4
Flat,8500000,Federal B Area,Karachi,2,2,4.0
Penthouse,22500000,Federal B Area,Karachi,3,3,12.0
House,14000000,North Karachi,Karachi,5,4,4.8
Flat,3400000,North Karachi,Karachi,2,2,2.9
Flat,4000000,Gizri Road,Karachi,2,3,3.8
Flat,9500000,DHA Defence,Karachi,3,2,4.0
House,8800000,New Karachi,Karachi,3,3,3.2
House,9200000,New Karachi,Karachi,3,3,3.2
House,35000000,North Nazimabad,Karachi,7,6,8.0
Flat,2500000,Scheme 33,Karachi,2,2,2.7
Flat,3500000,Korangi,Karachi,3,4,4.2
Flat,28000000,Clifton,Karachi,2,2,7.8
Upper Portion,8000000,Dastgir Colony,Karachi,3,3,4.8
Flat,9700000,Federal B Area,Karachi,2,2,3.8
Lower Portion,24500000,North Nazimabad,Karachi,4,3,12.0
House,4400000,Super Highway,Karachi,5,6,5.6
House,7500000,Orangi Town,Karachi,5,4,6.0
Flat,9000000,DHA Defence,Karachi,2,2,4.5
Flat,9000000,Federal B Area,Karachi,2,2,4.9
Flat,3500000,Gulshan-e-Iqbal Town,Karachi,2,2,3.6
House,15000000,Bin Qasim Town,Karachi,3,5,5.6
Flat,6500000,DHA Defence,Karachi,2,2,2.0
House,11000000,New Karachi,Karachi,3,4,6.4
House,17500000,Malir,Karachi,6,6,5.6
House,15500000,North Karachi,Karachi,4,4,4.8
Flat,4000000,Delhi Colony,Karachi,2,3,4.4
Flat,7500000,Gulistan-e-Jauhar,Karachi,3,3,6.2
Flat,5400000,ASF Tower,Karachi,2,2,4.7
Upper Portion,13500000,Gulistan-e-Jauhar,Karachi,3,3,9.0
House,18500000,Gadap Town,Karachi,2,3,16.0
Flat,20000000,Jamshed Road,Karachi,3,3,6.2
Flat,3000000,Gulistan-e-Jauhar,Karachi,2,2,4.4
Flat,5700000,North Karachi,Karachi,2,2,4.2
Flat,2700000,Nazimabad,Karachi,1,1,2.2
Flat,11500000,Tariq Road,Karachi,3,3,7.3
House,38000000,Civil Lines,Karachi,4,4,10.7
Flat,25000000,Clifton,Karachi,3,3,7.6
Flat,31000000,F-11,Islamabad,4,4,15.1
House,42500000,E-11,Islamabad,6,6,11.0
House,35000000,E-11,Islamabad,6,6,8.0
House,37500000,E-11,Islamabad,5,5,10.0
Flat,4500000,DHA Defence,Islamabad,2,2,3.6
Flat,3800000,Islamabad - Murree Expressway,Islamabad,1,1,2.7
House,19000000,Bani Gala,Islamabad,6,6,12.0
House,15000000,Pakistan Town,Islamabad,5,5,10.0
House,13500000,I-10,Islamabad,3,6,4.0
Flat,3500000,H-13,Islamabad,1,1,2.9
Flat,4000000,FECHS,Islamabad,2,2,4.4
House,23500000,Margalla Town,Islamabad,4,4,8.0
House,14500000,FECHS,Islamabad,7,5,7.0
Flat,6000000,D-17,Islamabad,3,2,6.7
House,3500000,Taramrri,Islamabad,2,3,3.2
House,13500000,Ghauri Town,Islamabad,6,4,7.0
Flat,5500000,D-17,Islamabad,3,3,7.1
Flat,5200000,B-17,Islamabad,3,2,4.2
Flat,12000000,DHA Defence,Islamabad,3,3,9.1
House,35000000,Bahria Town,Islamabad,6,5,14.0
Flat,17500000,DHA Defence,Islamabad,4,4,17.8
House,7500000,Islamabad Highway,Islamabad,4,4,3.5
House,2800000,H-15,Islamabad,2,2,5.0
Flat,7500000,G-11,Islamabad,2,2,4.6
House,19900000,Soan Garden,Islamabad,7,6,12.0
House,15500000,Bhara kahu,Islamabad,3,6,6.0
House,9500000,Ghauri Town,Islamabad,3,2,6.0
House,11800000,Bahria Town,Lahore,4,3,5.0
House,10500000,Johar Town,Lahore,4,3,5.0
House,16500000,Agrics Town,Lahore,6,4,8.0
House,11500000,Defence Road,Lahore,4,3,5.0
House,7000000,Kacha Ferozepur Road,Lahore,3,2,5.0
House,4600000,Shershah Colony - Raiwind Road,Lahore,2,4,3.0
House,7000000,Ferozepur Road,Lahore,4,3,6.0
House,8500000,Baghbanpura,Lahore,3,4,6.0
House,8500000,Shalimar Link Road,Lahore,2,4,5.0
House,12500000,Mansoorah,Lahore,4,5,10.0
House,9500000,Ahmad Avenue,Lahore,5,4,5.0
House,3800000,Hamza Town,Lahore,4,3,3.0
Flat,3500000,Bahria Orchard,Lahore,1,2,5.0
House,23500000,Paragon City,Lahore,6,5,10.0
House,24500000,Johar Town,Lahore,6,5,7.5
House,3500000,Shahdara,Lahore,1,2,4.0
House,8900000,Islam Nagar,Lahore,2,3,4.0
House,18000000,Wapda Town,Lahore,6,5,10.0
House,26000000,DHA Defence,Lahore,4,4,10.0
House,4500000,Daroghewala,Lahore,2,2,4.0
House,17000000,Awan Town,Lahore,2,2,10.0
House,4200000,Mehmood Booti,Lahore,2,4,3.0
House,4000000,Mughalpura,Lahore,2,2,5.0
House,15000000,Hassan Town,Lahore,6,5,10.0
House,3600000,Afzal Park,Lahore,1,1,3.0
House,24000000,Wapda Town,Lahore,6,5,5.0
House,12000000,DHA 11 Rahbar,Lahore,3,3,5.0
House,12200000,DHA 11 Rahbar,Lahore,3,3,5.0
House,10500000,Punjab Small Industries Colony,Lahore,5,4,7.0
House,11500000,Dream Avenue Lahore,Lahore,6,5,5.0
House,24000000,State Life Housing Society,Lahore,4,3,20.0
House,12500000,Bahria Town,Lahore,4,3,5.0
House,7500000,Sheikh Colony,Faisalabad,3,4,3.0
House,12500000,Sir Syed Town,Faisalabad,4,5,6.0
House,3000000,Jaranwala Road,Faisalabad,2,3,3.0
House,16500000,Gulshan e Madina,Faisalabad,6,5,7.0
House,11000000,Eden Gardens,Faisalabad,5,4,6.2
House,4800000,Rachna Town,Faisalabad,4,4,3.0
House,8000000,D Type Colony,Faisalabad,2,4,3.5
House,16000000,Jhaal Chowk,Faisalabad,3,5,4.0
House,21000000,Media Town,Rawalpindi,5,5,13.0
House,35000000,Bahria Town Rawalpindi,Rawalpindi,7,5,15.0
House,4000000,Chakri Road,Rawalpindi,3,3,5.8
House,22500000,Westridge,Rawalpindi,4,4,16.0
House,15000000,Bahria Town Rawalpindi,Rawalpindi,7,5,10.0
House,8000000,Airport Housing Society,Rawalpindi,4,4,5.0
House,12500000,Ghauri Town,Rawalpindi,6,5,6.5
House,13000000,Bahria Town Rawalpindi,Rawalpindi,6,5,7.0
House,15000000,Allahabad Road,Rawalpindi,4,5,7.0
House,13000000,Ayub Colony,Rawalpindi,6,4,7.0
House,12000000,Bahria Town Rawalpindi,Rawalpindi,5,5,4.0
House,25000000,Bahria Town Rawalpindi,Rawalpindi,7,5,20.0
House,30000000,Khayaban-e-Sir Syed,Rawalpindi,6,6,11.0
House,3500000,Tali Mori,Rawalpindi,1,2,4.0
House,5500000,Sadiqabad,Rawalpindi,2,3,2.5
House,18000000,Amarpura,Rawalpindi,4,4,4.0
House,15000000,Race Course,Rawalpindi,3,4,12.0
House,5500000,Range Road,Rawalpindi,3,2,6.0
House,5500000,Islamabad Highway,Rawalpindi,2,2,5.0
House,12500000,Dhok Gujran,Rawalpindi,6,5,8.0
House,9000000,Bahria Town Rawalpindi,Rawalpindi,3,3,5.0
House,11000000,Islamabad Highway,Rawalpindi,4,4,7.0
House,24000000,Bahria Town Rawalpindi,Rawalpindi,6,5,10.0
House,11000000,Airport Housing Society,Rawalpindi,3,3,7.0
House,8500000,Bahria Town Rawalpindi,Rawalpindi,3,3,5.0
House,4400000,Morgah,Rawalpindi,2,2,6.0
Flat,4500000,Bahria Town Rawalpindi,Rawalpindi,1,1,3.5
House,7000000,Chakra Road,Rawalpindi,3,3,5.0
House,35000000,Cantt,Rawalpindi,6,6,17.0
Flat,12200000,Askari 14,Rawalpindi,4,4,11.8
House,3500000,Mall Road,Lahore,1,2,2.0
House,8900000,Mehar Fayaz Colony,Lahore,4,6,6.0
House,32000000,Nawab Town,Lahore,6,6,20.0
House,13000000,Eden,Lahore,3,3,8.0
House,2290000,Lahore - Islamabad Motorway,Lahore,2,2,3.0
House,19500000,Walton Road,Lahore,3,3,10.0
House,8600000,Naya Nazimabad,Karachi,2,2,4.8
Flat,9800000,Gulshan-e-Iqbal Town,Karachi,3,3,5.6
House,5500000,Gadap Town,Karachi,3,3,3.4
Flat,25000000,Clifton,Karachi,2,2,5.3
Flat,18500000,Clifton,Karachi,2,2,4.3
House,30000000,Gulshan-e-Iqbal Town,Karachi,7,0,8.0
House,3600000,New Karachi,Karachi,3,4,2.6
House,2700000,Orangi Town,Karachi,3,4,6.4
Flat,6500000,University Road,Karachi,2,2,4.8
Flat,4500000,North Karachi,Karachi,2,3,3.6
Flat,16000000,Gulshan-e-Iqbal Town,Karachi,2,2,4.0
Flat,2400000,Liaquatabad,Karachi,1,2,2.0
Flat,5500000,Gulshan-e-Iqbal Town,Karachi,2,2,2.8
Flat,6500000,Gulistan-e-Jauhar,Karachi,3,3,6.2
House,27700000,Gadap Town,Karachi,5,6,16.0
Upper Portion,32500000,Jamshed Town,Karachi,4,4,12.0
House,8000000,Malir,Karachi,4,4,3.2
Penthouse,18000000,Gulshan-e-Iqbal Town,Karachi,4,6,12.0
House,25000000,Scheme 33,Karachi,3,3,9.6
Lower Portion,25500000,Clifton,Karachi,4,3,6.9
Flat,3500000,Gulshan-e-Iqbal Town,Karachi,3,3,3.6
Flat,20000000,DHA Defence,Karachi,3,3,7.6
Flat,25000000,Jamshed Town,Karachi,4,4,8.4
House,15500000,Bahria Town Karachi,Karachi,3,3,6.0
Upper Portion,4800000,Federal B Area,Karachi,2,2,4.8
Flat,5500000,North Karachi,Karachi,2,2,4.2
Flat,22500000,DHA Defence,Karachi,3,3,7.8
House,8000000,Gulistan-e-Jauhar,Karachi,4,4,4.8
Flat,7000000,Shadman 2,Karachi,2,3,4.0
House,7300000,Gadap Town,Karachi,4,3,4.8
Flat,2700000,Federal B Area,Karachi,1,2,1.8
Lower Portion,28000000,Jamshed Town,Karachi,3,3,12.0
Flat,8500000,DHA Defence,Karachi,3,3,5.8
Upper Portion,4500000,Nazimabad,Karachi,2,2,4.0
Flat,4000000,Federal B Area,Karachi,1,1,2.8
House,6600000,North Karachi,Karachi,2,3,2.4
Lower Portion,6000000,Aisha Manzil,Karachi,3,3,4.8
Flat,9900000,North Nazimabad,Karachi,3,3,5.3
House,17500000,Defence View Society,Karachi,5,5,4.8
Flat,7500000,DHA Defence,Karachi,2,2,4.2
Flat,7800000,Gulshan-e-Iqbal Town,Karachi,2,2,2.9
House,13500000,Scheme 33,Karachi,6,6,4.8
House,9500000,Gadap Town,Karachi,4,3,4.8
Flat,3200000,Super Highway,Karachi,2,4,5.3
Flat,5000000,Jamshed Town,Karachi,2,3,4.4
House,9000000,New Karachi,Karachi,4,6,3.2
House,17500000,North Karachi,Karachi,3,6,5.1
Flat,6500000,North Nazimabad,Karachi,2,5,5.0
House,8600000,North Karachi,Karachi,4,6,3.2
Flat,4700000,University Road,Karachi,3,2,5.2
Flat,5000000,Gulistan-e-Jauhar,Karachi,2,2,4.9
Flat,30000000,DHA Defence,Karachi,4,4,8.9
House,9100000,Ghauri Town,Islamabad,4,3,5.0
House,32500000,E-11,Islamabad,4,4,8.0
House,8700000,B-17,Islamabad,3,3,4.0
House,16500000,F-17,Islamabad,7,5,7.0
House,15000000,FECHS,Islamabad,6,6,10.0
Flat,16500000,DHA Defence,Islamabad,4,3,10.0
House,12000000,Ghauri Town,Islamabad,5,4,5.6
House,4800000,Jhangi Syedan,Islamabad,3,2,6.0
House,25500000,G-10,Islamabad,4,4,5.0
Flat,12800000,G-15,Islamabad,3,3,8.5
Flat,9800000,E-11,Islamabad,3,3,10.7
House,9500000,Soan Garden,Islamabad,3,2,7.0
House,3100000,Burma Town,Islamabad,2,2,3.0
Flat,4000000,Gulberg,Islamabad,1,1,3.0
House,41000000,I-8,Islamabad,4,5,14.2
Flat,5500000,Zaraj Housing Scheme,Islamabad,2,2,3.3
House,23000000,Johar Town,Lahore,7,5,12.0
House,11500000,Allama Iqbal Town,Lahore,3,5,5.0
House,11500000,Park View Villas,Lahore,2,3,5.0
House,9000000,Ahmad Avenue,Lahore,2,3,5.0
House,8500000,Rustam Park,Lahore,2,0,4.0
House,9500000,Wassanpura,Lahore,4,3,3.5
House,12700000,Al-Hamad Colony (AIT),Lahore,3,4,6.5
House,27000000,Sukh Chayn Gardens,Lahore,5,5,10.0
House,12000000,Johar Town,Lahore,3,3,5.5
House,28000000,DHA City,Lahore,3,3,10.0
Farm House,35000000,Bedian Road,Lahore,4,3,66.0
House,28000000,Allama Iqbal Town,Lahore,6,5,10.0
House,37500000,Wapda Town,Lahore,5,5,20.0
House,11000000,Bahria Town,Lahore,4,3,5.0
House,21000000,Multan Road,Lahore,3,3,5.6
House,9000000,Islampura,Lahore,3,3,4.0
House,7000000,Peco Road,Lahore,3,3,4.0
House,18500000,Wapda Town,Lahore,6,5,10.0
House,19000000,Nasheman-e-Iqbal,Lahore,6,5,10.0
House,5000000,Haji Park Housing Scheme,Lahore,2,4,2.5
House,11000000,Punjab University Employees Society,Lahore,4,4,5.0
House,9700000,State Life Housing Society,Lahore,4,3,5.0
House,5500000,Khayaban-e-Quaid,Lahore,5,5,3.0
House,25000000,DHA Defence,Lahore,7,5,20.0
House,24500000,DHA Defence,Lahore,5,4,15.0
House,4800000,Bahria Orchard,Lahore,1,2,5.0
House,9200000,Canal Bank Housing Scheme,Lahore,3,2,5.0
House,3600000,Al Rehman Garden,Lahore,3,2,3.0
House,7900000,Samanabad,Lahore,2,2,3.0
House,37500000,DHA Defence,Lahore,5,4,10.0
House,8300000,Paragon City,Lahore,4,3,4.0
House,8800000,Al Hamad Colony,Lahore,5,4,3.0
House,22000000,New Super Town,Lahore,3,3,10.0
House,15500000,Central Park Housing Scheme,Lahore,6,5,10.0
Room,1300000,Shahdara,Lahore,1,1,1.0
House,4600000,Lahore Garden Housing Scheme,Lahore,3,2,5.0
House,2600000,Aashiana Road,Lahore,1,1,4.0
House,3100000,Chah Miran,Lahore,1,2,3.0
House,10000000,Muslim Town,Lahore,3,4,4.0
House,12500000,DHA 11 Rahbar,Lahore,4,3,5.0
House,19000000,Military Accounts Housing Society,Lahore,6,6,10.0
House,12500000,Sabzazar Scheme,Lahore,5,5,5.0
House,2500000,Bhaini Road,Lahore,1,2,3.0
House,19500000,Bahria Town,Lahore,6,5,10.0
House,7000000,Lahore - Kasur Road,Lahore,3,3,3.0
House,7500000,Samanabad,Lahore,3,3,3.0
House,4000000,China Scheme,Lahore,2,2,2.5
House,4600000,Salli Town,Lahore,3,3,2.5
House,11800000,DHA 11 Rahbar,Lahore,4,3,5.0
House,13000000,Nishat Colony,Lahore,2,3,10.0
House,8700000,Bedian Road,Lahore,4,4,6.0
House,12500000,DHA Defence,Lahore,4,3,5.0
House,15500000,Divine Gardens,Lahore,5,4,10.0
House,11000000,Divine Gardens,Lahore,4,3,5.0
House,28000000,Fazaia Housing Scheme,Lahore,5,5,20.0
House,4200000,Green Cap Housing Society,Lahore,2,2,3.5
House,27000000,DHA Defence,Lahore,4,3,10.0
House,18500000,PASSCO Housing Society,Lahore,5,4,10.0
House,4000000,Kamahan Road,Lahore,3,3,3.0
House,4200000,Daroghewala,Lahore,2,1,3.0
House,36500000,Madina Town,Faisalabad,3,2,8.5
House,7000000,D Type Colony,Faisalabad,2,5,5.2
House,7500000,Bakar Mandi Road,Faisalabad,2,4,5.0
House,13500000,Satiana Road,Faisalabad,6,5,10.0
House,2700000,Bakar Mandi Road,Faisalabad,1,4,4.0
House,6900000,Nemat Colony No 2,Faisalabad,4,4,5.0
House,16500000,Muslim Town,Faisalabad,6,5,8.0
House,7500000,Millat Town,Faisalabad,4,0,7.0
House,9000000,Afghanabad,Faisalabad,3,5,4.0
House,12500000,Others,Faisalabad,4,3,7.0
House,2800000,Manawala,Faisalabad,2,2,2.5
House,35000000,Madina Town,Faisalabad,4,5,10.3
House,10500000,Ashraf Colony,Rawalpindi,6,4,7.0
House,13500000,Bahria Town Rawalpindi,Rawalpindi,6,5,7.0
House,9800000,Khayaban-e-Sir Syed,Rawalpindi,2,2,3.0
House,21000000,Westridge,Rawalpindi,5,5,12.1
House,7500000,Pir Wadhai,Rawalpindi,5,6,6.0
House,9000000,Misryal Road,Rawalpindi,5,4,5.0
House,9000000,Bahria Town Rawalpindi,Rawalpindi,5,4,5.0
House,14000000,Bahria Town Rawalpindi,Rawalpindi,6,5,7.0
House,17000000,Satellite Town,Rawalpindi,4,5,5.0
House,23500000,Bahria Town Rawalpindi,Rawalpindi,5,5,10.0
House,12500000,Raja Bazar,Rawalpindi,2,6,5.0
Flat,3200000,Bahria Town Rawalpindi,Rawalpindi,2,2,2.8
House,24000000,Bahria Town Rawalpindi,Rawalpindi,5,4,10.0
Flat,3800000,Bahria Town Rawalpindi,Rawalpindi,2,2,2.7
House,8500000,Pindora,Rawalpindi,3,6,4.0
House,13200000,Bahria Town Rawalpindi,Rawalpindi,5,5,7.0
Flat,4000000,Bahria Town Rawalpindi,Rawalpindi,1,1,3.4
Flat,5900000,Bahria Town Rawalpindi,Rawalpindi,2,2,4.7
Flat,5500000,Bahria Town Rawalpindi,Rawalpindi,2,2,4.9
House,9500000,Chakri Road,Rawalpindi,6,6,6.0
House,8000000,Allahabad Road,Rawalpindi,3,2,5.0
Upper Portion,7900000,North Karachi,Karachi,2,3,7.6
House,2500000,Bin Qasim Town,Karachi,1,2,1.6
Flat,4500000,Federal B Area,Karachi,2,3,2.9
Upper Portion,5400000,Federal B Area,Karachi,2,2,3.0
House,35000000,Federal B Area,Karachi,6,6,4.8
Flat,6000000,Nazimabad,Karachi,2,3,3.8
Flat,7500000,North Karachi,Karachi,3,3,5.6
Flat,16000000,DHA Defence,Karachi,3,3,9.2
Upper Portion,12000000,Gulshan-e-Iqbal Town,Karachi,5,5,6.0
Flat,9500000,Gulshan-e-Iqbal Town,Karachi,2,3,6.0
House,13500000,Bahria Town Karachi,Karachi,3,3,6.1
House,28000000,Federal B Area,Karachi,4,5,4.8
House,8200000,Gadap Town,Karachi,3,3,6.4
Flat,5200000,Bahria Town Karachi,Karachi,2,2,4.2
Flat,7200000,North Karachi,Karachi,2,2,4.8
Flat,4700000,University Road,Karachi,2,2,4.0
House,4700000,Landhi,Karachi,3,4,3.2
Flat,6000000,Gulshan-e-Iqbal Town,Karachi,2,3,4.4
Flat,3400000,North Nazimabad,Karachi,1,2,3.1
Flat,2500000,North Nazimabad,Karachi,1,1,1.6
